nft_id,trade_price,floor_price
1119,4.82,4.82
1167,4.98,4.98
141,9.56,4.96
145,18.14,4.97
651,9.32,4.97
437,5.01,5.01
10,7.0,5.01
184,5.37,5.01
351,5.01,5.01
690,8.44,5.01
823,5.01,5.01
587,5.01,5.01
138,5.01,5.01
1377,5.01,5.01
470,5.01,5.01
1154,6.28,5.01
1416,20.02,5.01
44,5.01,5.01
1323,5.34,5.01
1466,5.01,5.01
839,5.01,5.01
1167,5.01,5.01
789,5.41,5.01
1013,11.44,5.01
476,5.01,5.01
543,5.16,5.16
1088,5.16,5.16
409,5.16,5.16
1020,5.23,5.23
589,5.23,5.23
433,5.23,5.23
959,5.23,5.23
912,5.27,5.27
827,5.27,5.27
503,5.66,5.27
1465,5.27,5.27
878,5.3,5.3
313,5.3,5.3
1265,8.76,5.3
165,5.3,5.3
1139,5.3,5.3
1403,5.3,5.3
1265,9.58,5.3
937,5.3,5.3
1047,13.47,5.3
1406,5.42,5.42
34,5.42,5.42
717,5.42,5.42
440,5.42,5.42
990,7.64,5.42
729,5.42,5.42
152,7.24,5.42
1146,5.42,5.42
301,5.42,5.42
100,5.42,5.42
352,5.41,5.41
1428,19.82,5.41
1004,5.41,5.41
465,16.95,5.41
509,5.41,5.41
1366,5.47,5.47
1146,5.46,5.46
89,5.46,5.46
1043,5.47,5.47
1499,5.47,5.47
216,5.47,5.47
536,5.47,5.47
465,16.46,5.47
1032,10.05,5.47
81,5.47,5.47
51,5.47,5.47
671,5.99,5.49
127,5.49,5.49
853,5.49,5.49
1000,5.49,5.49
1377,5.58,5.58
335,5.58,5.58
296,5.58,5.58
654,12.65,5.58
1080,5.58,5.58
149,5.58,5.58
280,5.58,5.58
919,5.58,5.58
926,5.58,5.58
1451,13.65,5.58
695,5.58,5.58
870,5.76,5.76
512,8.83,5.76
1358,5.81,5.76
1045,12.1,5.76
757,5.76,5.76
482,5.76,5.76
1003,10.4,5.76
180,12.25,5.76
428,5.76,5.76
736,5.76,5.76
180,11.37,5.76
23,5.76,5.76
1070,16.84,5.76
1461,5.76,5.76
145,18.59,5.76
302,5.72,5.72
1018,5.72,5.72
417,6.53,5.71
1421,5.71,5.71
1348,5.71,5.71
805,5.71,5.71
93,5.71,5.71
797,5.71,5.71
1070,16.46,5.71
709,5.71,5.71
922,5.71,5.71
1344,5.71,5.71
1148,5.71,5.71
353,5.71,5.71
874,5.71,5.71
1473,6.2,5.71
28,11.9,5.71
392,9.72,5.71
111,5.71,5.71
524,5.71,5.71
1162,5.71,5.71
650,5.71,5.71
662,5.71,5.71
1112,6.24,5.71
865,5.91,5.71
1318,15.33,5.71
372,5.71,5.71
148,5.89,5.89
308,5.9,5.9
532,5.9,5.9
975,5.9,5.9
979,6.61,5.89
335,5.89,5.89
1060,8.79,5.89
104,5.89,5.89
1033,5.89,5.89
275,11.69,5.89
850,7.04,5.89
893,5.96,5.96
791,5.96,5.96
1304,5.96,5.96
1483,6.05,5.96
1187,12.06,5.96
38,5.96,5.96
792,5.96,5.96
320,6.06,5.96
770,5.96,5.96
491,5.96,5.96
989,22.42,5.96
55,5.96,5.96
141,9.58,5.96
30,10.83,5.96
774,11.23,6.09
63,6.09,6.09
1136,6.09,6.09
747,6.09,6.09
591,6.09,6.09
557,6.1,6.1
1417,6.1,6.1
316,11.48,6.1
958,6.55,6.1
986,6.6,6.1
215,6.1,6.1
400,6.1,6.1
1053,6.1,6.1
265,6.19,6.1
172,8.06,6.1
1256,13.23,6.1
699,6.13,6.13
594,6.13,6.13
1032,13.56,6.17
1493,6.17,6.17
1460,6.17,6.17
33,11.7,6.17
192,6.17,6.17
1012,6.17,6.17
161,6.17,6.17
208,10.05,6.24
918,22.66,6.24
980,6.24,6.24
870,6.24,6.24
804,6.31,6.31
1434,6.31,6.31
81,6.31,6.31
321,6.31,6.31
458,6.31,6.31
1040,6.31,6.31
967,6.31,6.31
888,6.31,6.31
4,6.31,6.31
543,6.31,6.31
744,6.28,6.28
154,6.28,6.28
337,6.28,6.28
1002,6.28,6.28
1071,6.28,6.28
145,23.45,6.28
1376,6.34,6.34
857,6.34,6.34
175,6.34,6.34
686,6.34,6.34
444,6.34,6.34
1494,11.01,6.37
436,25.21,6.37
78,6.37,6.37
361,6.37,6.37
1093,6.41,6.41
1450,6.41,6.41
461,6.41,6.41
1276,6.41,6.41
866,6.41,6.41
69,6.41,6.41
1051,6.41,6.41
1462,6.41,6.41
367,9.52,6.41
250,6.41,6.41
1187,11.17,6.74
518,10.91,6.74
955,6.72,6.72
215,6.72,6.72
1247,14.62,6.77
64,14.82,6.77
46,6.77,6.77
73,6.77,6.77
858,6.77,6.77
1354,6.77,6.77
854,6.77,6.77
414,7.5,6.77
692,6.77,6.77
865,6.77,6.77
837,11.49,6.77
1214,7.2,6.77
1498,6.77,6.77
1004,6.77,6.77
1115,6.77,6.77
1,6.77,6.77
1214,6.74,6.74
541,6.74,6.74
993,6.74,6.74
367,11.94,6.74
853,6.74,6.74
1095,6.74,6.74
756,6.74,6.74
792,6.74,6.74
1062,6.74,6.74
1224,6.74,6.74
257,6.74,6.74
1071,6.75,6.75
1259,6.75,6.75
993,6.79,6.75
154,6.75,6.75
1099,6.79,6.79
1295,6.79,6.79
482,6.79,6.79
820,6.79,6.79
25,7.37,6.79
701,11.53,6.79
1317,6.79,6.79
63,6.78,6.78
1267,8.71,6.78
682,6.78,6.78
995,6.78,6.78
1155,6.78,6.78
49,6.78,6.78
1217,6.78,6.78
1238,13.37,6.78
1218,17.5,6.78
931,6.78,6.78
1242,6.78,6.78
1334,6.78,6.78
475,6.8,6.8
402,6.8,6.8
11,21.04,6.8
520,6.8,6.8
560,6.8,6.8
1406,6.8,6.8
377,14.94,6.8
532,6.8,6.8
1331,6.8,6.8
88,6.8,6.8
886,6.95,6.8
1353,6.8,6.8
336,6.8,6.8
1344,6.8,6.8
1042,6.8,6.8
475,6.8,6.8
56,30.65,6.8
690,12.57,6.75
1330,6.75,6.75
1451,15.31,6.75
1351,6.75,6.75
272,8.25,6.75
1465,6.79,6.79
1118,6.79,6.79
221,7.37,6.8
935,6.9,6.8
307,6.8,6.8
533,6.8,6.8
450,6.8,6.8
1080,6.8,6.8
223,18.59,6.8
794,6.87,6.87
220,6.87,6.87
177,10.92,6.87
19,6.87,6.87
729,6.87,6.87
1476,6.87,6.87
208,9.41,6.87
450,6.85,6.85
838,6.85,6.85
897,6.85,6.85
1460,6.85,6.85
772,6.85,6.85
621,6.85,6.85
1267,6.85,6.85
396,6.85,6.85
1231,22.57,6.85
701,12.41,6.83
1087,6.83,6.83
671,8.65,6.83
812,25.38,6.83
599,7.7,6.83
965,10.97,6.83
153,8.31,6.83
996,6.9,6.9
531,7.55,6.9
1443,6.9,6.9
1305,6.9,6.9
352,6.96,6.96
527,12.07,6.96
1024,6.96,6.96
508,6.96,6.96
943,6.96,6.96
300,6.96,6.96
613,6.96,6.96
1081,6.96,6.96
1082,6.96,6.96
1143,12.56,6.96
615,8.44,6.96
533,6.96,6.96
1187,13.21,7.05
621,7.05,7.05
211,11.59,7.05
1280,7.21,7.05
178,7.05,7.05
224,17.03,7.05
1067,7.05,7.05
910,9.72,7.05
531,7.96,7.05
1249,7.05,7.05
630,7.05,7.05
1298,7.17,7.05
1242,7.05,7.05
299,7.07,7.05
507,7.05,7.05
1415,7.67,7.05
1085,7.18,7.18
1104,7.18,7.18
1286,7.18,7.18
53,7.18,7.18
82,7.18,7.18
469,9.94,7.18
332,7.18,7.18
649,7.18,7.18
1187,14.06,7.18
98,7.18,7.18
1229,7.3,7.18
965,14.59,7.18
41,7.18,7.18
556,7.18,7.18
1095,7.18,7.18
1490,7.18,7.18
957,7.18,7.18
987,7.18,7.18
196,7.18,7.18
791,7.18,7.18
1052,9.82,7.18
923,12.81,7.18
993,7.37,7.18
1023,29.03,7.18
41,7.18,7.18
863,7.18,7.18
757,7.18,7.18
1237,7.18,7.18
1445,7.18,7.18
1381,7.18,7.18
1326,6.99,6.99
455,6.99,6.99
1214,6.99,6.99
1047,18.31,7.0
999,7.0,7.0
770,7.0,7.0
458,7.0,7.0
1029,7.0,7.0
770,7.0,7.0
503,7.0,7.0
341,7.0,7.0
599,8.35,7.0
774,16.8,7.0
781,7.0,7.0
1245,27.97,7.0
1445,7.22,7.22
824,7.22,7.22
1089,8.49,7.22
543,7.22,7.22
1441,7.22,7.22
701,10.77,7.22
890,7.22,7.22
578,9.7,7.22
1486,7.22,7.22
155,13.2,7.22
1492,7.22,7.22
812,26.32,7.22
890,7.22,7.22
1125,7.77,7.03
429,7.03,7.03
423,7.03,7.03
82,7.03,7.03
398,7.03,7.03
806,7.03,7.03
449,7.03,7.03
103,7.8,7.03
1001,7.03,7.03
41,7.03,7.03
157,7.03,7.03
118,7.03,7.03
1011,7.03,7.03
1224,7.03,7.03
1274,7.03,7.03
343,7.03,7.03
1064,7.88,7.03
33,14.76,7.03
1265,13.75,7.03
152,10.01,7.03
368,14.28,7.03
522,7.03,7.03
940,7.03,7.03
924,8.84,7.49
497,22.13,7.49
791,7.49,7.49
717,7.49,7.49
1304,7.71,7.49
1148,7.49,7.49
203,7.53,7.53
222,7.53,7.53
1498,7.53,7.53
1288,7.51,7.51
1107,7.51,7.51
399,7.51,7.51
937,7.51,7.51
193,14.51,7.51
284,7.51,7.51
31,7.51,7.51
196,7.51,7.51
713,7.51,7.51
1164,7.51,7.51
198,7.66,7.56
1380,7.56,7.56
1092,7.56,7.56
88,7.56,7.56
1301,7.56,7.56
976,7.56,7.56
1086,9.62,7.56
1078,7.56,7.56
823,7.59,7.59
1032,15.5,7.59
350,7.59,7.59
368,13.32,7.59
521,7.59,7.59
599,7.59,7.59
1369,7.59,7.59
161,7.59,7.59
1019,16.31,7.59
1,9.45,7.59
1337,7.59,7.59
452,7.59,7.59
767,7.59,7.59
1483,7.59,7.59
578,10.98,7.59
1271,7.59,7.59
1286,7.59,7.59
870,7.59,7.59
362,7.59,7.59
1317,7.59,7.59
994,7.59,7.59
1229,7.59,7.59
1119,7.59,7.59
1120,7.59,7.59
1045,13.07,7.59
842,7.59,7.59
45,7.59,7.59
1450,7.74,7.7
806,7.7,7.7
725,7.7,7.7
1463,7.7,7.7
1162,7.7,7.7
514,7.7,7.7
175,7.7,7.7
1249,7.7,7.7
1172,7.7,7.7
215,7.7,7.7
1084,7.7,7.7
18,7.7,7.7
129,7.83,7.83
982,11.41,7.83
1134,10.2,7.83
822,7.83,7.83
1437,7.83,7.83
521,7.84,7.84
1250,8.67,7.84
216,7.84,7.84
1164,7.84,7.84
247,7.84,7.84
441,8.86,7.79
449,7.79,7.79
1107,7.79,7.79
1378,12.94,7.79
1148,7.79,7.79
65,7.79,7.79
241,7.79,7.79
1175,7.79,7.79
759,8.0,7.79
123,7.79,7.79
191,7.79,7.79
940,8.44,7.96
1078,7.96,7.96
753,8.29,7.98
377,15.98,7.98
1122,8.1,7.98
520,7.99,7.99
376,8.0,8.0
1358,8.02,8.02
1140,8.02,8.02
819,8.03,8.03
762,8.03,8.03
1388,8.37,8.03
204,10.12,8.03
1446,8.03,8.03
674,28.65,8.03
764,8.03,8.03
315,8.03,8.03
1075,8.64,8.03
762,8.03,8.03
427,17.35,8.03
1079,8.03,8.03
1066,8.03,8.03
1153,8.03,8.03
1469,8.03,8.03
646,8.12,8.03
657,8.03,8.03
117,8.41,8.03
104,8.03,8.03
1284,9.57,8.03
1391,8.03,8.03
798,8.03,8.03
488,8.03,8.03
729,8.93,8.03
167,8.03,8.03
1021,17.1,8.19
505,8.19,8.19
607,8.19,8.19
476,8.19,8.19
1355,8.19,8.19
816,8.35,8.19
1249,8.19,8.19
1449,8.19,8.19
391,14.69,8.19
296,8.19,8.19
1064,10.4,8.03
706,8.03,8.03
1249,8.03,8.03
772,8.69,8.03
948,13.41,8.03
1013,17.03,7.97
444,7.97,7.97
1084,7.97,7.97
1466,7.97,7.97
1103,7.97,7.97
805,7.97,7.97
1347,7.97,7.97
334,8.44,7.97
777,18.28,7.97
309,8.62,7.97
437,8.05,8.05
489,8.05,8.05
1437,8.05,8.05
115,10.28,8.05
241,8.05,8.05
536,8.05,8.05
441,8.05,8.05
932,16.92,8.05
662,8.05,8.05
777,17.62,8.05
176,8.05,8.05
1486,8.05,8.05
696,8.05,8.05
392,13.55,8.05
857,8.05,8.05
785,9.15,8.05
854,8.22,8.22
1333,8.22,8.22
1252,8.22,8.22
289,8.22,8.22
1400,8.22,8.22
1414,8.22,8.22
79,8.22,8.22
177,11.28,8.22
664,8.89,8.22
1305,8.22,8.22
1116,8.22,8.22
1123,8.22,8.22
1092,8.22,8.22
987,8.22,8.22
1271,8.22,8.22
427,17.82,8.22
345,8.22,8.22
430,7.69,7.69
576,7.69,7.69
1281,7.69,7.69
518,14.15,7.69
1086,10.46,7.69
658,30.77,7.69
1081,7.69,7.69
591,7.69,7.69
296,7.69,7.69
367,13.77,7.69
754,8.95,7.69
72,7.69,7.69
247,7.75,7.75
654,18.73,7.75
218,7.75,7.75
607,7.75,7.75
1062,7.75,7.75
1193,7.75,7.75
123,7.75,7.75
1158,8.84,7.89
111,7.89,7.89
615,11.42,7.89
1299,7.89,7.89
712,45.49,7.91
610,9.09,7.91
601,9.63,7.91
1023,37.71,7.91
474,7.91,7.91
124,7.91,7.91
397,42.07,7.91
1372,43.95,8.09
1100,8.09,8.09
746,9.46,8.09
727,8.5,8.09
123,8.09,8.09
330,8.16,8.16
399,8.17,8.17
1358,8.17,8.17
488,8.17,8.17
1004,8.17,8.17
1476,8.17,8.17
628,8.17,8.17
1013,17.36,8.17
1346,8.17,8.17
815,29.49,8.14
1159,9.73,8.14
900,8.14,8.14
410,8.14,8.14
1347,8.14,8.14
834,8.14,8.14
931,8.14,8.14
934,8.14,8.14
1481,8.14,8.14
695,8.14,8.14
100,8.14,8.14
1021,19.38,8.14
1000,8.14,8.14
103,9.95,8.14
615,12.6,8.14
430,8.21,8.21
1269,8.21,8.21
690,13.08,8.21
1095,8.21,8.21
1421,8.21,8.21
984,8.21,8.21
1320,8.21,8.21
1490,8.23,8.23
10,20.75,8.24
396,8.24,8.24
1412,8.24,8.24
1319,8.24,8.24
674,34.16,8.24
152,10.14,8.24
279,8.24,8.24
1469,8.27,8.27
256,8.27,8.27
873,10.53,8.27
907,8.31,8.31
752,8.31,8.31
1196,8.31,8.31
644,8.31,8.31
1011,8.39,8.39
280,8.39,8.39
410,8.39,8.39
1120,8.46,8.46
1349,8.46,8.46
709,8.46,8.46
717,8.48,8.48
846,8.48,8.48
265,8.48,8.48
717,8.48,8.48
304,8.48,8.48
932,14.48,8.56
1394,8.56,8.56
1478,8.56,8.56
1095,8.56,8.56
527,11.45,8.56
901,21.63,8.56
940,8.56,8.56
1442,8.56,8.56
752,8.56,8.56
147,8.56,8.56
1319,8.57,8.57
1335,8.57,8.57
815,27.72,8.57
661,9.3,8.57
759,8.57,8.57
108,8.57,8.57
1216,11.43,8.57
1119,8.57,8.57
719,8.57,8.57
682,8.57,8.57
1127,13.47,8.57
249,8.57,8.57
1331,8.57,8.57
182,8.57,8.57
505,8.73,8.55
1051,8.55,8.55
1437,8.55,8.55
1440,8.55,8.55
1461,8.55,8.55
22,14.08,8.55
289,9.39,8.54
1146,8.54,8.54
934,8.91,8.54
483,8.54,8.54
377,16.21,8.54
93,8.54,8.54
793,8.54,8.54
585,8.54,8.54
1377,8.59,8.59
1013,19.68,8.61
697,8.61,8.61
76,8.61,8.61
1360,8.61,8.61
76,8.6,8.6
1416,30.24,8.6
1370,8.6,8.6
1090,9.57,8.6
1062,8.6,8.6
403,8.6,8.6
1222,8.6,8.6
65,8.6,8.6
246,8.6,8.6
812,32.45,8.6
1230,8.6,8.6
1386,8.6,8.6
198,8.67,8.67
162,9.52,8.67
677,8.67,8.67
1247,16.69,8.67
640,19.37,8.67
188,8.67,8.67
196,8.67,8.67
503,8.67,8.67
559,53.12,8.67
463,8.67,8.67
1454,8.67,8.67
160,8.67,8.67
368,22.37,8.82
138,8.82,8.82
1011,8.82,8.82
499,8.82,8.82
392,15.9,8.82
945,8.92,8.92
1117,8.92,8.92
462,9.26,8.92
536,8.92,8.92
563,13.21,8.92
225,8.92,8.92
420,8.92,8.92
679,8.92,8.92
1079,8.92,8.92
1316,8.92,8.92
0,8.93,8.93
1459,8.93,8.93
890,8.95,8.95
996,8.95,8.95
1252,8.95,8.95
948,19.51,8.95
926,9.31,8.95
181,8.95,8.95
1408,9.97,8.95
155,17.89,8.95
593,32.75,8.95
1049,9.9,8.95
1498,8.95,8.95
1244,8.95,8.95
1159,11.16,8.95
758,8.95,8.95
1267,9.0,9.0
178,9.01,9.01
940,9.02,9.02
958,9.02,9.02
540,9.02,9.02
32,9.02,9.02
671,11.27,9.02
1112,9.02,9.02
858,9.02,9.02
1308,9.02,9.02
578,11.22,9.02
752,9.02,9.02
952,23.21,9.06
629,9.43,9.06
1310,9.06,9.06
1353,9.06,9.06
329,9.06,9.06
1148,9.06,9.06
539,9.06,9.06
1056,13.31,9.06
943,9.06,9.06
587,8.99,8.99
351,9.1,8.99
1344,8.99,8.99
1219,9.9,8.99
226,27.65,8.99
1391,9.04,8.99
223,25.82,8.99
351,8.99,8.99
1450,8.99,8.99
822,8.99,8.99
64,18.33,8.99
394,8.99,8.99
1471,8.99,8.99
1154,10.63,8.99
1078,8.99,8.99
246,8.99,8.99
672,19.72,8.99
850,13.83,8.99
1360,8.99,8.99
16,9.52,8.99
76,8.99,8.99
1036,8.99,8.99
754,9.59,8.99
161,8.99,8.99
581,8.99,8.99
70,9.59,8.99
1164,8.99,8.99
1308,8.99,8.99
719,8.99,8.99
1173,8.99,8.99
1308,8.99,8.99
690,12.79,8.99
1067,9.01,8.99
1442,8.99,8.99
646,8.99,8.99
948,17.46,8.99
767,9.32,8.99
686,8.99,8.99
790,8.99,8.99
177,14.98,8.89
901,18.44,8.89
183,8.89,8.89
1343,8.89,8.89
520,8.89,8.89
402,8.89,8.89
194,8.89,8.89
1204,8.89,8.89
710,8.89,8.89
871,8.89,8.89
797,8.89,8.89
1493,8.89,8.89
777,19.27,8.89
1478,8.97,8.89
1466,9.0,9.0
287,9.0,9.0
921,9.0,9.0
545,11.84,9.0
1388,9.0,9.0
79,9.0,9.0
992,12.93,9.0
705,10.69,9.0
789,9.56,9.0
1164,9.9,9.0
1016,9.0,9.0
858,9.0,9.0
848,9.08,9.08
792,9.08,9.08
242,9.08,9.08
1011,9.08,9.08
241,9.08,9.08
1003,19.51,9.08
1001,9.15,9.15
280,9.15,9.15
1080,10.36,9.15
1330,9.15,9.15
966,9.15,9.15
1062,9.15,9.15
1001,9.15,9.15
964,9.15,9.15
143,9.15,9.15
1499,9.15,9.15
67,9.15,9.15
1322,9.15,9.15
561,9.15,9.15
64,13.69,9.15
325,9.15,9.15
249,9.15,9.15
785,9.15,9.15
1338,9.15,9.15
436,34.01,9.15
1302,10.31,9.15
482,9.15,9.15
1477,18.06,9.15
215,9.15,9.15
8,9.54,9.15
73,9.81,9.15
802,9.15,9.15
701,18.53,9.15
112,9.53,9.53
1304,9.53,9.53
962,9.53,9.53
1090,11.06,9.53
646,9.53,9.53
35,9.77,9.53
964,9.53,9.53
1115,9.53,9.53
89,9.53,9.53
103,10.69,9.53
135,11.93,9.53
487,9.53,9.53
1117,10.95,9.53
839,9.53,9.53
73,9.45,9.45
898,9.45,9.45
541,9.45,9.45
1171,9.45,9.45
230,9.45,9.45
185,49.01,9.45
1462,9.45,9.45
726,9.45,9.45
76,9.45,9.45
326,10.24,9.45
1218,29.59,9.36
19,9.36,9.36
45,9.36,9.36
634,9.36,9.36
1079,9.36,9.36
1001,9.36,9.36
481,9.36,9.36
792,9.36,9.36
1098,9.36,9.36
868,9.36,9.36
524,9.18,9.18
89,9.18,9.18
1439,9.43,9.16
1406,9.16,9.16
152,11.4,9.16
988,9.16,9.16
991,9.16,9.16
944,9.16,9.16
1381,8.83,8.83
204,9.41,8.83
1358,8.83,8.83
1493,8.83,8.83
725,8.83,8.83
1236,8.8,8.8
365,20.51,8.8
61,24.27,8.8
1335,8.83,8.83
1122,8.83,8.83
835,8.83,8.83
909,8.83,8.83
1122,8.83,8.83
445,8.83,8.83
924,10.28,8.83
1165,8.83,8.83
1343,8.83,8.83
803,8.83,8.83
1309,8.83,8.83
704,8.83,8.83
895,8.83,8.83
1376,8.83,8.83
567,8.83,8.83
1112,8.83,8.83
1141,8.83,8.83
359,27.64,8.83
920,8.83,8.83
320,8.83,8.83
805,9.07,8.83
670,30.64,8.83
1246,8.83,8.83
482,8.81,8.81
388,10.32,8.81
1316,8.81,8.81
121,8.81,8.81
1383,8.81,8.81
1225,8.81,8.81
1146,8.73,8.73
112,8.73,8.73
350,8.73,8.73
374,8.73,8.73
123,8.73,8.73
867,8.73,8.73
1131,9.77,8.73
1038,8.68,8.68
198,8.68,8.68
497,28.43,8.68
263,8.68,8.68
1253,8.58,8.58
160,8.58,8.58
671,8.87,8.58
1363,8.58,8.58
604,15.55,8.58
1083,8.58,8.58
1211,8.58,8.58
1138,8.58,8.58
1324,8.57,8.57
1228,8.57,8.57
936,8.59,8.57
885,8.57,8.57
217,8.57,8.57
224,23.89,8.57
1230,8.57,8.57
71,9.87,8.57
340,8.57,8.57
467,8.57,8.57
1458,8.36,8.36
635,8.39,8.39
962,8.39,8.39
1154,9.77,8.39
192,8.39,8.39
770,8.39,8.39
372,8.39,8.39
163,8.39,8.39
979,8.39,8.39
482,8.39,8.39
773,8.39,8.39
307,8.39,8.39
1371,8.74,8.39
1459,8.39,8.39
540,8.67,8.39
576,8.39,8.39
829,8.39,8.39
427,16.56,8.39
423,8.39,8.39
829,8.39,8.39
1465,8.39,8.39
386,8.39,8.39
605,8.39,8.39
1358,8.39,8.39
417,8.39,8.39
1483,10.22,8.52
753,8.52,8.52
520,8.52,8.52
992,11.4,8.52
783,17.02,8.52
432,20.4,8.52
960,8.52,8.52
278,8.52,8.52
1247,20.21,8.52
706,8.52,8.52
3,10.13,8.52
1159,12.44,8.54
1098,8.79,8.54
1266,8.54,8.54
647,16.08,8.54
1309,8.54,8.54
1287,10.6,8.54
599,10.72,8.54
1248,10.08,8.5
1399,8.49,8.49
822,8.49,8.49
577,8.49,8.49
137,8.44,8.44
1377,8.44,8.44
1148,10.05,8.44
845,8.44,8.44
1167,9.41,8.44
1459,8.44,8.44
154,8.87,8.44
1358,8.44,8.44
517,12.37,8.44
991,8.44,8.44
467,8.44,8.44
448,8.44,8.44
1383,9.35,8.44
178,8.44,8.44
600,8.44,8.44
208,13.38,8.44
770,8.44,8.44
1362,8.44,8.44
670,34.4,8.44
677,8.15,8.15
672,20.0,8.15
692,8.15,8.15
675,8.15,8.15
1024,8.15,8.15
1267,8.15,8.15
1088,8.15,8.15
878,8.15,8.15
372,8.15,8.15
1343,8.15,8.15
1316,8.15,8.15
717,8.15,8.15
696,8.15,8.15
802,8.15,8.15
1424,8.15,8.15
82,8.32,7.89
1181,7.89,7.89
132,7.89,7.89
3,9.08,7.89
243,7.89,7.89
1124,9.17,7.89
397,47.97,7.89
1402,7.89,7.89
287,7.89,7.89
382,7.89,7.89
989,27.9,7.89
715,7.89,7.89
1023,34.57,7.89
305,7.89,7.89
51,7.57,7.57
236,7.57,7.57
430,7.59,7.59
905,7.58,7.58
788,7.58,7.58
1216,9.02,7.58
756,7.58,7.58
819,7.58,7.58
789,9.27,7.59
810,7.59,7.59
853,7.59,7.59
1150,9.61,7.59
948,18.44,7.59
1450,7.59,7.59
519,7.59,7.59
1010,7.59,7.59
982,10.28,7.59
567,7.59,7.59
1337,7.59,7.59
596,7.59,7.59
1356,43.9,7.59
987,7.59,7.59
799,7.03,7.03
1311,7.03,7.03
98,7.03,7.03
1228,8.18,7.03
1051,7.03,7.03
916,7.03,7.03
666,7.83,7.03
448,7.03,7.03
1322,7.03,7.03
179,15.79,7.03
1471,6.93,6.93
132,6.93,6.93
124,6.93,6.93
1007,6.93,6.93
474,7.34,6.93
17,6.93,6.93
243,7.0,6.93
127,6.93,6.93
552,6.93,6.93
493,48.41,6.93
6,6.93,6.93
161,6.93,6.93
275,10.63,6.93
753,6.73,6.73
1256,14.29,6.72
776,6.72,6.72
1113,6.72,6.72
133,7.16,6.72
663,6.72,6.72
979,6.72,6.72
1301,6.65,6.65
640,17.09,6.65
1330,6.65,6.65
441,6.65,6.65
626,6.65,6.65
638,6.56,6.56
768,6.56,6.56
1121,6.97,6.56
1173,6.56,6.56
1403,6.56,6.56
91,6.56,6.56
35,7.26,6.56
227,6.55,6.55
934,6.55,6.55
676,6.94,6.55
1024,6.89,6.55
1479,7.12,6.55
1326,7.01,6.55
1441,6.55,6.55
77,7.12,6.55
461,7.72,6.55
1359,6.55,6.55
706,6.55,6.55
1425,6.55,6.55
524,6.55,6.55
409,6.55,6.55
600,6.55,6.55
849,7.19,6.55
1125,6.87,6.55
812,28.2,6.55
226,22.36,6.55
163,6.55,6.55
937,6.55,6.55
1317,6.55,6.55
667,7.32,6.55
846,5.51,5.51
797,5.51,5.51
717,5.45,5.45
991,5.45,5.45
341,5.62,5.45
922,5.33,5.33
1317,5.33,5.33
250,5.36,5.36
1493,5.36,5.36
